#TF	target
Usv1	YPL185W
Usv1	YAR070C
Usv1	YHL009C
Usv1	YOR328W
Usv1	YAL029C
Usv1	YPR004C
Usv1	YDR018C
Usv1	YLR352W
Usv1	YMR218C
Usv1	YKL176C
Usv1	YIL112W
Usv1	YDR113C
Usv1	YBR158W
Usv1	YPR152C
Usv1	YDR368W
Usv1	YNR068C
Usv1	YHR113W
Usv1	YLR459W
Usv1	YIR019C
Usv1	YER172C
Usv1	YJL194W
Usv1	YBR019C
Usv1	YOR318C
Usv1	YFL034C-A
Usv1	YDR328C
Usv1	YAL001C
Usv1	YDL106C
Usv1	YFR054C
Usv1	YKR016W
Usv1	YBR239C
Usv1	YBL060W
Usv1	YDR503C
Hac1	YCL043C
Hac1	YCL043C
Hac1	YDR518W
Hac1	YDR518W
Hac1	YFR026C
Hac1	YFR026C
Hac1	YIL048W
Hac1	YDR217C
Hac1	YOL031C
Hac1	YOL031C
Hac1	YOL030W
Hac1	YKL165C
Hac1	YKL165C
Hac1	YOR058C
Hac1	YFR042W
Hac1	YFR042W
Hac1	YJL035C
Hac1	YJL035C
Hac1	YKL073W
Hac1	YKL073W
Hac1	YDL146W
Hac1	YFR007W
Hac1	YFR041C
Hac1	YJL034W
Hac1	YJL034W
Hac1	YCR018C-A
Hac1	YCR019W
Dig1	YIL083C
Dig1	YCR088W
Dig1	tQ(UUG)D2
Dig1	YHR005C
Dig1	YHR083W
Dig1	YDL128W
Dig1	YLR035C-A
Dig1	tF(GAA)H1
Dig1	YKR090W
Dig1	YHR137W
Dig1	tL(UAA)K
Dig1	tT(AGU)J
Dig1	YPR134W
Dig1	tV(AAC)K2
Dig1	YER133W
Dig1	YIL016W
Dig1	YIL124W
Dig1	YOR343C
Dig1	YGR234W
Dig1	YGR234W
Dig1	YMR064W
Dig1	YBR084W
Dig1	YBR082C
Dig1	YHR085W
Dig1	tW(CCA)G1
Dig1	YKL033W
Dig1	tT(AGU)N1
Dig1	YIR019C
Dig1	snR190
Dig1	tN(GUU)N1
Dig1	YDR457W
Dig1	YCL056C
Dig1	tR(UCU)G2
Dig1	YGL063W
Dig1	YNR027W
Dig1	YPL151C
Dig1	YNL054W
Dig1	YNL280C
Dig1	snR57
Dig1	tF(GAA)D
Dig1	YKL033W-A
Dig1	tA(UGC)A
Dig1	YAR009C
Dig1	tM(CAU)D
Dig1	YGR012W
Dig1	YPR158W
Dig1	tL(CAA)D
Dig1	YJL159W
Dig1	YGR013W
Dig1	YAR047C
Dig1	YBL017C
Dig1	YNL033W
Dig1	tQ(UUG)E1
Dig1	YLR452C
Dig1	YNR054C
Dig1	YCL028W
Dig1	YKL179C
Dig1	tW(CCA)M
Dig1	YNL043C
Dig1	YIL037C
Dig1	YPR060C
Dig1	YDR460W
Dig1	YJL187C
Dig1	YKL096W
Dig1	YGR118W
Dig1	YCR017C
Ime1	YJR094C
Ime1	YCR102C
Ime1	YHL038C
Ime1	YCR105W
Ime1	YLR460C
Ime1	YJL106W
Ime1	YJL106W
Ime1	YGR017W
Ime1	YGL041C
Ime1	YDL154W
Ime1	YIL072W
Ime1	YIL072W
Ime1	YJL153C
Msn2	YPR156C
Msn2	YPR156C
Msn2	YER067W
Msn2	YER067W
Msn2	YGL067W
Msn2	YPL015C
Msn2	YCL050C
Msn2	YIL014C-A
Msn2	YOR317W
Msn2	YOR317W
Msn2	YGR162W
Msn2	YGR097W
Msn2	YHR215W
Msn2	YHR215W
Msn2	YMR102C
Msn2	YMR102C
Msn2	YGL070C
Msn2	YJL200C
Msn2	YJL200C
Msn2	YLL027W
Msn2	YJL076W
Msn2	YJL076W
Msn2	YML025C
Msn2	YML025C
Msn2	YDL111C
Msn2	YOR083W
Msn2	YGR161C
Msn2	YIL011W
Msn2	YIL011W
Msn2	YJR078W
Msn2	YJR078W
Msn2	YER075C
Msn2	YPR008W
Msn2	YHR080C
Msn2	YHR080C
Msn2	YMR086W
Msn2	YNL071W
Msn2	YCR061W
Msn2	YPL171C
Msn2	YPL171C
Msn2	YPR124W
Msn2	YPR124W
Msn2	YGL167C
Msn2	YGL167C
Msn2	YGR240C
Msn2	YLR090W
Msn2	YLR090W
Msn2	YPR196W
Msn2	YOR230W
Msn2	YOR230W
Msn2	YBR169C
Msn2	YBR169C
Msn2	YBR279W
Msn2	YJL221C
Msn2	YER130C
Msn2	YBR210W
Msn2	YPL206C
Msn2	YBR067C
Msn2	YER004W
Msn2	YMR251W-A
Msn2	YMR251W-A
Msn2	YDR037W
Msn2	YKR055W
Msn2	YGR035C
Msn2	YCL008C
Msn2	YMR296C
Msn2	YDR232W
Msn2	YNL025C
Msn2	YDR483W
Msn2	YKL007W
Msn2	YIL048W
Msn2	YDL214C
Msn2	YDL214C
Msn2	YOR324C
Msn2	YNL134C
Msn2	YNL134C
Msn2	YIL171W
Msn2	YGR222W
Msn2	YEL063C
Msn2	YGR121C
Msn2	YGR121C
Msn2	YBR015C
Msn2	YLR303W
Msn2	YLR303W
Msn2	YOR274W
Msn2	YER146W
Msn2	YML075C
Msn2	YDR457W
Msn2	YFR024C-A
Msn2	YNR016C
Msn2	YLR414C
Msn2	YBL032W
Msn2	YBL032W
Msn2	YGR055W
Msn2	YKR054C
Msn2	YMR315W
Msn2	YMR315W
Msn2	YMR240C
Msn2	YGL071W
Msn2	YPR159C-A
Msn2	YBL063W
Msn2	YIL046W
Msn2	YBR208C
Msn2	YGR041W
Msn2	YNR017W
Msn2	YNR017W
Msn2	YHR097C
Msn2	YHR097C
Msn2	YDR353W
Msn2	YOR246C
Msn2	YPL014W
Msn2	YPL014W
Msn2	YML116W
Msn2	YLR075W
Msn2	YDL125C
Msn2	YLL019C
Msn2	YLL019C
Msn2	YMR122W-A
Msn2	YJR092W
Msn2	YFR031C-A
Msn2	YDR010C
Msn2	YDR010C
Msn2	YPL189C-A
Msn2	YBL059W
Msn2	YCL005W
Msn2	YLR417W
Msn2	YLR417W
Msn2	YDR262W
Msn2	YFL012W
Msn2	YFL012W
Msn2	YDR072C
Msn2	YIL053W
Msn2	YIL053W
Msn2	YDR258C
Msn2	YDR258C
Msn2	YGL162W
Msn2	YHR157W
Msn2	YHR157W
Msn2	YPL239W
Msn2	YHR150W
Msn2	YGL219C
Msn2	YGL219C
Msn2	YMR039C
Msn2	YPR127W
Msn2	YPR127W
Msn2	YJR126C
Msn2	YMR008C
Msn2	YPR063C
Msn2	YKL024C
Msn2	YKL024C
Msn2	YPR054W
Msn2	YMR012W
Msn2	YLR377C
Msn2	YDR088C
Msn2	YLR006C
Msn2	YLR006C
Msn2	YKL008C
Msn2	YKL008C
Msn2	YMR291W
Msn2	YMR291W
Msn2	YPR171W
Msn2	YML063W
Msn2	YHL029C
Msn2	YLR178C
Msn2	YLR178C
Msn2	YBR008C
Msn2	YBR008C
Msn2	YLR406C
Msn2	YDR043C
Msn2	YDR043C
Msn2	YDR506C
Msn2	YHR185C
Msn2	YAL003W
Msn2	YMR178W
Msn2	YJL210W
Msn2	YBL015W
Msn2	YBL015W
Msn2	YOR342C
Msn2	YMR119W
Msn2	YDL020C
Msn2	YDL020C
Msn2	YPR202W
Msn2	YMR266W
Msn2	YBR055C
Msn2	YGR088W
Msn2	YGR088W
Msn2	YCR063W
Msn2	YCR063W
Msn2	YIL018W
Msn2	YDL048C
Msn2	YDL048C
Msn2	YML092C
Msn2	YGR040W
Msn2	YJR103W
Msn2	YDL025C
Msn2	YDL025C
Msn2	YLR293C
Msn2	YGL197W
Msn2	YGL197W
Msn2	YHR092C
Msn2	YHR092C
Msn2	YJR118C
Msn2	YJR118C
Msn2	YDR379C-A
Msn2	YOL159C
Msn2	YOR081C
Msn2	YPL024W
Msn2	YGR279C
Msn2	YLL051C
Msn2	YPL061W
Msn2	YPL061W
Msn2	YPR062W
Msn2	YGR241C
Msn2	YGL062W
Msn2	YGL062W
Msn2	YDR156W
Msn2	YJR113C
Msn2	YNR060W
Msn2	YNL180C
Msn2	YBR126C
Msn2	YBR126C
Msn2	YOR238W
Msn2	YOR238W
Msn2	YPR009W
Msn2	YHR054C
Msn2	YMR086C-A
Msn2	YMR086C-A
Msn2	YMR244W
Msn2	YMR244W
Msn2	YNL104C
Msn2	YMR172W
Msn2	YHR033W
Msn2	YHR033W
Msn2	YGR243W
Msn2	YGR243W
Msn2	YOR107W
Msn2	YOR107W
Msn2	YDL132W
Msn2	YDL132W
Msn2	YGR210C
Msn2	YAL063C
Msn2	YFR016C
Msn2	YNL002C
Msn2	YMR143W
Msn2	YKR072C
Msn2	YKL211C
Msn2	YJL176C
Msn2	YDR225W
Msn2	YIL101C
Msn2	YIL101C
Msn2	YHR136C
Msn2	YHR136C
Msn2	YPL189W
Msn2	YPL247C
Msn2	YPL247C
Msn2	YLL039C
Msn2	YLL039C
Msn2	YMR186W
Msn2	YCR065W
Msn2	YHR083W
Msn2	YHR083W
Msn2	YGR204W
Msn2	YEL020W-A
Msn2	YNL020C
Msn2	YGL125W
Msn2	YGL125W
Msn2	YKR038C
Msn2	YDL215C
Msn2	YJR016C
Msn2	YLR354C
Msn2	YGL004C
Msn2	YGL004C
Msn2	YDR222W
Msn2	YFL013C
Msn2	YKL051W
Msn2	YKL051W
Msn2	YKL165C
Msn2	YJL143W
Msn2	YMR029C
Msn2	YDR251W
Msn2	YDR251W
Msn2	YML058W
Msn2	YPL230W
Msn2	YPL230W
Msn2	YBL043W
Msn2	YBL043W
Msn2	YMR076C
Msn2	YML131W
Msn2	YML131W
Msn2	YGR067C
Msn2	YHL024W
Msn2	YHL024W
Msn2	YOR267C
Msn2	YLR109W
Msn2	YLR109W
Msn2	YOR032C
Msn2	YOR032C
Msn2	YOR063W
Msn2	YDR102C
Msn2	YDR102C
Msn2	YER044C-A
Msn2	YPR065W
Msn2	YHR213W-B
Msn2	YDR046C
Msn2	YDR096W
Msn2	YDR096W
Msn2	YER077C
Msn2	YJR145C
Msn2	YLR138W
Msn2	YNL283C
Msn2	YLR194C
Msn2	YLR194C
Msn2	YER168C
Msn2	YDR098C-B
Msn2	YNL156C
Msn2	YMR318C
Msn2	YKL104C
Msn2	YJR094W-A
Msn2	YKR074W
Msn2	YKR074W
Msn2	YDR293C
Msn2	YKL201C
Msn2	YBL033C
Msn2	YER184C
Msn2	YGL216W
Msn2	YKL095W
Msn2	YGR060W
Msn2	YDR492W
Msn2	YDR492W
Msn2	YOL114C
Msn2	YER132C
Msn2	YHR094C
Msn2	YHR094C
Msn2	YDR276C
Msn2	YDR276C
Msn2	YER078C
Msn2	YOR272W
Msn2	YGR143W
Msn2	YNL217W
Msn2	YAL039C
Msn2	YAL039C
Msn2	YMR316W
Msn2	YMR316W
Msn2	YCR027C
Msn2	YCR027C
Msn2	YGR122W
Msn2	YGR122W
Msn2	YOR302W
Msn2	YOR302W
Msn2	YOL113W
Msn2	YDR517W
Msn2	YAL001C
Msn2	YAL001C
Msn2	YGR221C
Msn2	YGR221C
Msn2	YDR275W
Msn2	YKL127W
Msn2	YKL127W
Msn2	YHR140W
Msn2	YHR140W
Msn2	YGR197C
Msn2	YGR197C
Msn2	YDR365C
Msn2	YIL102C
Msn2	YIL102C
Msn2	YCR030C
Msn2	YJL133W
Msn2	YGL202W
Msn2	YCL040W
Msn2	YCL040W
Msn2	YGR072W
Msn2	YDR098C-A
Msn2	YIL118W
Msn2	YPR192W
Msn2	YKL217W
Msn2	YOR137C
Msn2	YDR111C
Msn2	YFR011C
Msn2	YFR025C
Msn2	YDR256C
Msn2	YJL005W
Msn2	YJL005W
Msn2	YDR103W
Msn2	YBR162C
Msn2	YJL078C
Msn2	YPL026C
Msn2	YJL115W
Msn2	YEL017C-A
Msn2	YJL161W
Msn2	YJL161W
Msn2	YJR046W
Msn2	YKL035W
Msn2	YKL035W
Msn2	YMR056C
Msn2	YCR016W
Msn2	YER149C
Msn2	YDR533C
Msn2	YDR533C
Msn2	YGR249W
Msn2	YGR249W
Msn2	YBR177C
Msn2	YGR198W
Msn2	YAR035W
Msn2	YAR035W
Msn2	YJL034W
Msn2	YBR081C
Msn2	YBR012C
Msn2	YEL017W
Msn2	YEL017W
Msn2	YGR037C
Msn2	YGR037C
Msn2	YER112W
Msn2	YER112W
Msn2	YML123C
Msn2	YML123C
Msn2	YBR191W
Msn2	YGR108W
Msn2	YAL060W
Msn2	YAL060W
Msn2	YER185W
Msn2	YER185W
Msn2	YBR218C
Msn2	YLR089C
Msn2	YGR154C
Msn2	YGR154C
Msn2	YGR050C
Msn2	YNL277W
Msn2	YNR014W
Msn2	YNR014W
Msn2	YHR087W
Msn2	YHR087W
Msn2	YBR166C
Msn2	YDR151C
Msn2	YOR326W
Msn2	YLR335W
Msn2	YHR156C
Msn2	YHR156C
Msn2	YDR453C
Msn2	YDR453C
Msn2	YDR490C
Msn2	YLL026W
Msn2	YLL026W
Msn2	YLR056W
Msn2	YNL193W
Msn2	YLR110C
Msn2	YNL281W
Msn2	YKL070W
Msn2	YHL023C
Msn2	YJR054W
Msn2	YOR153W
Msn2	YPL032C
Msn2	YLR034C
Msn2	YGR157W
Msn2	YBL027W
Msn2	YMR255W
Msn2	YDR033W
Msn2	YNL241C
Msn2	YNL241C
Msn2	YML100W-A
Msn2	YEL011W
Msn2	YEL011W
Msn2	YDR536W
Msn2	YDR536W
Msn2	YML103C
Msn2	YIL051C
Msn2	YOR348C
Msn2	YOR348C
Msn2	YOR072W-B
Msn2	YOL126C
Msn2	YOL126C
Msn2	YER079W
Msn2	YER079W
Msn2	YGR028W
Msn2	YFL057C
Msn2	YFL057C
Msn2	YOR022C
Msn2	YJR059W
Msn2	YJR059W
Msn2	YPR159W
Msn2	YLR158C
Msn2	YKL197C
Msn2	YKL096W
Msn2	YKL096W
Msn2	YJL219W
Msn2	YGR138C
Msn2	YGR138C
Msn2	YCL054W
Msn2	YDL029W
Msn2	YOR047C
Msn2	YDR123C
Msn2	YDR210C-D
Msn2	YBR149W
Msn2	YBR149W
Msn2	YDR525W-A
Msn2	YDR525W-A
Msn2	YEL012W
Msn2	YPL255W
Msn2	YGL229C
Msn2	YDR389W
Msn2	YML003W
Msn2	YML052W
Msn2	YML052W
Msn2	YML064C
Msn2	YBR167C
Msn2	YFL016C
Msn2	YMR196W
Msn2	YMR196W
Msn2	YOR219C
Msn2	YLR299W
Msn2	YLR299W
Msn2	YER056C
Msn2	YCR102C
Msn2	YPL068C
Msn2	YOR178C
Msn2	YOR178C
Msn2	YLR328W
Msn2	YLR328W
Msn2	YBL003C
Msn2	YNR013C
Msn2	YJR077C
Msn2	YKR080W
Msn2	YKR080W
Msn2	YMR284W
Msn2	YDL129W
Msn2	YJR115W
Msn2	YJR115W
Msn2	YDL007W
Msn2	YIL122W
Msn2	YIL122W
Msn2	YMR195W
Msn2	YMR195W
Msn2	YDR054C
Msn2	YKL036C
Msn2	YKL036C
Msn2	YPR198W
Msn2	YMR314W
Msn2	YMR314W
Msn2	YOL103W
Msn2	YHR190W
Msn2	YHR190W
Msn2	YBR037C
Msn2	YBR037C
Msn2	YBR112C
Msn2	YOR396W
Msn2	YOR303W
Msn2	YOR303W
Msn2	YKR079C
Msn2	YCR098C
Msn2	YHL015W
Msn2	YAR028W
Msn2	YAR028W
Msn2	YGR214W
Msn2	YGR046W
Msn2	YOR018W
Msn2	YJL153C
Msn2	YDR481C
Msn2	YDR481C
Msn2	YOR349W
Msn2	YAL016W
Msn2	YJL002C
Msn2	YHL016C
Msn2	YLR163C
Msn2	YLR163C
Msn2	YHR199C-A
Msn2	YBR069C
Msn2	YDR036C
Msn2	YER066C-A
Msn2	YOR394C-A
Msn2	YLR099C
Msn2	YKL120W
Msn2	YKL120W
Msn2	YMR142C
Msn2	YNL133C
Msn2	YPL019C
Msn2	YPL019C
Msn2	YJL130C
Msn2	YCR021C
Msn2	YCR021C
Msn2	YML035C
Msn2	YML035C
Msn2	YDR357C
Msn2	YBR038W
Msn2	YDR023W
Msn2	YML100W
Msn2	YML100W
Msn2	YER098W
Msn2	YER098W
Msn2	YDR135C
Msn2	YNL325C
Msn2	YNL325C
Msn2	YNL001W
Msn2	YNL098C
Msn2	YNL098C
Msn2	YOL156W
Msn2	YGR248W
Msn2	YGR248W
Msn2	YKL034W
Msn2	YMR138W
Msn2	YPL022W
Msn2	YHL007C
Msn2	YOR136W
Msn2	YOR136W
Msn2	YGR142W
Msn2	YGR142W
Msn2	YMR261C
Msn2	YMR261C
Msn2	YER001W
Msn2	YER001W
Msn2	YKL186C
Msn2	YDL184C
Msn2	YPR042C
Msn2	YBR085W
Msn2	YBR085W
Msn2	YDR480W
Msn2	YMR271C
Msn2	YMR271C
Msn2	YOR306C
Msn2	YLR213C
Msn2	YHR082C
Msn2	YER036C
Msn2	YGR038W
Msn2	YDR381W
Msn2	YDR349C
Msn2	YLL028W
Msn2	YNL323W
Msn2	YPR067W
Msn2	YGR254W
Msn2	YGR254W
Msn2	YDR441C
Msn2	YMR121C
Msn2	YMR121C
Msn2	YPR102C
Msn2	YLR168C
Msn2	YPL123C
Msn2	YPL123C
Msn2	YJL149W
Msn2	YNL087W
Msn2	YHR015W
Msn2	YBL041W
Msn2	YPR074C
Msn2	YPL003W
Msn2	YGR014W
Msn2	YLR297W
Msn2	YLR297W
Msn2	YDL169C
Msn2	YDL169C
Msn2	YMR319C
Msn2	YIR016W
Msn2	YIR016W
Msn2	YDL127W
Msn2	YJL101C
Msn2	YJL101C
Msn2	YLR375W
Msn2	YFR028C
Msn2	YBR068C
Msn2	YBR068C
Msn2	YHR149C
Msn2	YHR008C
Msn2	YHR008C
Msn2	YJL068C
Msn2	YML111W
Msn2	YKL023W
Msn2	YCR024C-A
Msn2	YGL011C
Msn2	YBL017C
Msn2	YBR133C
Msn2	YOR092W
Msn2	YOR092W
Msn2	YER138W-A
Msn2	YJR119C
Msn2	YJR119C
Msn2	YDR047W
Msn2	YMR247W-A
Msn2	YER037W
Msn2	YER037W
Msn2	YDR249C
Msn2	YDR249C
Msn2	YOR270C
Msn2	YLR304C
Msn2	YLR403W
Msn2	YLR286C
Msn2	YER081W
Msn2	YOR087W
Msn2	YEL044W
Msn2	YBL066C
Msn2	YFR035C
Msn2	YFR035C
Msn2	YDR042C
Msn2	YDR042C
Msn2	YDL168W
Msn2	YBR020W
Msn2	YBR020W
Msn2	YDL049C
Msn2	YDR484W
Msn2	YJL107C
Msn2	YJL107C
Msn2	YML091C
Msn2	YML091C
Msn2	YIR017C
Msn2	YBL028C
Msn2	YBL028C
Msn2	YMR199W
Msn2	YKL039W
Msn2	YKL039W
Msn2	YGL028C
Msn2	YGL028C
Msn2	YLR159C-A
Msn2	YIL057C
Msn2	YDR247W
Msn2	YDR247W
Msn2	YMR205C
Msn2	YBL029C-A
Msn2	YBL029C-A
Msn2	YLR120C
Msn2	YLR120C
Msn2	YGR211W
Msn2	YML007W
Msn2	YBL007C
Msn2	YBL007C
Msn2	YER159C
Msn2	YPL017C
Msn2	YPL017C
Msn2	YPL075W
Msn2	YML004C
Msn2	YML004C
Msn2	YMR202W
Msn2	YMR202W
Msn2	YDR058C
Msn2	YKR066C
Msn2	YKR066C
Msn2	YDL180W
Msn2	YJL036W
Msn2	YGL114W
Msn2	YMR083W
Msn2	YGR086C
Msn2	YGR086C
Msn2	YBR135W
Msn2	YGR281W
Msn2	YGR281W
Msn2	YHL049C
Msn2	YKL182W
Msn2	YGL231C
Msn2	YER090W
Msn2	YAR027W
Msn2	YAR027W
Msn2	YIR018W
Msn2	YIL114C
Msn2	YDR428C
Msn2	YMR265C
Msn2	YHR163W
Msn2	YOR222W
Msn2	YIL162W
Msn2	YIL162W
Msn2	YER012W
Msn2	YDL130W
Msn2	YKL068W-A
Msn2	YHR161C
Msn2	YHR161C
Msn2	YPL202C
Msn2	YDR242W
Msn2	YKR065C
Msn2	YLR248W
Msn2	YNL063W
Msn2	YFL023W
Msn2	YKR027W
Msn2	YBR138C
Msn2	YJL136C
Msn2	YBR150C
Msn2	YLR035C
Msn2	YBR016W
Msn2	YNL035C
Msn2	YFR012W
Msn2	YER094C
Msn2	YER094C
Msn2	YLR283W
Msn2	YLR283W
Msn2	YDR061W
Msn2	YBL005W
Msn2	YML127W
Msn2	YNL018C
Msn2	YOL052C-A
Msn2	YOL052C-A
Msn2	YMR302C
Msn2	YNL221C
Msn2	YMR173W
Msn2	YMR173W
Msn2	YDL210W
Msn2	YKR052C
Msn2	YKR052C
Msn2	YER017C
Msn2	YLR113W
Msn2	YIL050W
Msn2	YBL099W
Msn2	YFL024C
Msn2	YFL024C
Msn2	YLR010C
Msn2	YMR135C
Msn2	YJR056C
Msn2	YML007C-A
Msn2	YML007C-A
Msn2	YDR387C
Msn2	YOL130W
Msn2	YNR001C
Msn2	YNR001C
Msn2	YIL116W
Msn2	YDR124W
Msn2	YKR061W
Msn2	YKR061W
Msn2	YER088C
Msn2	YER088C
Msn2	YLR467W
Msn2	YGR052W
Msn2	YGR052W
Msn2	YBR060C
Msn2	YGR256W
Msn2	YGR256W
Msn2	YOL038C-A
Msn2	YHR047C
Msn2	YDR451C
Msn2	YHR177W
Msn2	YHR177W
Msn2	YPR013C
Msn2	YPR013C
Msn2	YJL024C
Msn2	YMR070W
Msn2	YHR181W
Msn2	YOL051W
Msn2	YDR188W
Msn2	YMR243C
Msn2	YNR034W-A
Msn2	YNR034W-A
Msn2	YMR009W
Msn2	YMR009W
Msn2	YHR214C-C
Msn2	YNL282W
Msn2	YNL207W
Msn2	YBR243C
Msn2	YJL134W
Msn2	YKL064W
Msn2	YFL030W
Msn2	YFL030W
Msn2	YLR390W-A
Msn2	YDR089W
Msn2	YDR089W
Msn2	YGL180W
Msn2	YDR013W
Msn2	YLR278C
Msn2	YLR348C
Msn2	YAL028W
Msn2	YAL028W
Msn2	YNL278W
Msn2	YNL173C
Msn2	YMR306W
Msn2	YBR085C-A
Msn2	YBR085C-A
Msn2	YLR399C
Msn2	YHL004W
Msn2	YJR116W
Msn2	YLR356W
Msn2	YLR356W
Msn2	YPL057C
Msn2	YPL057C
Msn2	YBL004W
Msn2	YFR015C
Msn2	YFR015C
Msn2	YBR084C-A
Msn2	YOL021C
Msn2	YER062C
Msn2	YER062C
Msn2	YCR068W
Msn2	YCR068W
Msn2	YLR253W
Msn2	YLR253W
Msn2	YOR285W
Msn2	YOR285W
Msn2	YMR100W
Msn2	YBR044C
Msn2	YBR044C
Msn2	YMR246W
Msn2	YOR158W
Msn2	YOR158W
Msn2	YNL007C
Msn2	YBR163W
Msn2	YDR137W
Msn2	YER145C
Msn2	YMR136W
Msn2	YML121W
Msn2	YBR276C
Msn2	YPL178W
Msn2	YGL255W
Msn2	YGL255W
Msn2	YNL036W
Msn2	YNL036W
Msn2	YPL221W
Msn2	YPL221W
Msn2	YNL172W
Msn2	YNL077W
Msn2	YMR262W
Msn2	YMR262W
Msn2	YJL088W
Msn2	YMR201C
Msn2	YNL103W
Msn2	YML101C
Msn2	YPL116W
Msn2	YKL037W
Msn2	YKL037W
Msn2	YPR007C
Msn2	YMR108W
Msn2	YMR244C-A
Msn2	YKL117W
Msn2	YKL117W
Msn2	YOL125W
Msn2	YEL027W
Msn2	YJL165C
Msn2	YJL165C
Msn2	YGL209W
Msn2	YLR438W
Msn2	YKL001C
Msn2	YGL206C
Msn2	YOL086C
Msn2	YPL058C
Msn2	YBR244W
Msn2	YNL016W
Msn2	YNL327W
Msn2	YGL013C
Msn2	YMR163C
Msn2	YML006C
Msn2	YLR099W-A
Msn2	YMR058W
Msn2	YMR058W
Msn2	YDR034C-A
Msn2	YPL050C
Msn2	YDR510W
Msn2	YGR032W
Msn2	YDR335W
Msn2	YLR327C
Msn2	YLR327C
Msn2	YOR042W
Msn2	YCR017C
Msn2	YFR040W
Msn2	YPL150W
Msn2	YNR067C
Msn2	YHR007C-A
Msn2	YIL047C
Msn2	YCL043C
Msn2	YOL014W
Msn2	YFR034C
Msn2	YPR072W
Msn2	YJL141C
Msn2	YJL141C
Msn2	YHR048W
Msn2	YHR048W
Msn2	YPL066W
Msn2	YKL193C
Msn2	YLR035C-A
Msn2	YKR090W
Msn2	YOL155C
Msn2	YOL155C
Msn2	YIL009C-A
Msn2	YMR172C-A
Msn2	YMR172C-A
Msn2	YKL032C
Msn2	YLR267W
Msn2	YLR267W
Msn2	YOR027W
Msn2	YER048W-A
Msn2	YLR373C
Msn2	YIL170W
Msn2	YPR043W
Msn2	YJR043C
Msn2	YDL148C
Msn2	YJL162C
Msn2	YDL055C
Msn2	YPR080W
Msn2	YGL127C
Msn2	YOL019W
Msn2	YLR266C
Msn2	YGR268C
Msn2	YDR472W
Msn2	YJR048W
Msn2	YKR076W
Msn2	YKR076W
Msn2	YEL007W
Msn2	YEL007W
Msn2	YMR031C
Msn2	YMR031C
Msn2	YER053C-A
Msn2	YNL192W
Msn2	YNL192W
Msn2	YLR447C
Msn2	YKL096C-B
Msn2	YOL012C
Msn2	YPR138C
Msn2	YPR138C
Msn2	YOR007C
Msn2	YJL029C
Msn2	YBR105C
Msn2	YBR105C
Msn2	YDR078C
Msn2	YJR052W
Msn2	YAL064W
Msn2	YAL064W
Msn2	YNL194C
Msn2	YNL194C
Msn2	YMR019W
Msn2	YDR363W-A
Msn2	YJL133C-A
Msn2	YER045C
Msn2	YLR157W-E
Msn2	YNR072W
Msn2	YNR072W
Msn2	YPL156C
Msn2	YLR193C
Msn2	YEL032W
Msn2	YEL032W
Msn2	YLR212C
Msn2	YBL016W
Msn2	YNL027W
Msn2	YNL065W
Msn2	YNL065W
Msn2	YHL038C
Msn2	YOL111C
Msn2	YAR064W
Msn2	YAR064W
Msn2	YMR297W
Msn2	YMR297W
Msn2	YPL005W
Msn2	YLR203C
Msn2	YLR203C
Msn2	YGR090W
Msn2	YGR090W
Msn2	YKL062W
Msn2	YKL062W
Msn2	YER044C
Msn2	YER044C
Msn2	YLR312C
Msn2	YLR312C
Msn2	YOR375C
Msn2	YLL049W
Msn2	YLL049W
Msn2	YKL216W
Msn2	YJL158C
Msn2	YHR088W
Msn2	YDL171C
Msn2	YCR024C-B
Msn2	YOL104C
Msn2	YNL042W
Msn2	YDR171W
Msn2	YDR171W
Msn2	YPL151C
Msn2	YBR013C
Msn2	YOR258W
Msn2	YDR343C
Msn2	YDR343C
Msn2	YGR161W-C
Msn2	YKL192C
Msn2	YKL192C
Msn2	YNL328C
Msn2	YGL055W
Msn2	YGL055W
Msn2	YOL055C
Msn2	YOR071C
Msn2	YNL144C
Msn2	YNL144C
Msn2	YDR339C
Msn2	YOR278W
Msn2	YJL045W
Msn2	YIL056W
Msn2	YIL056W
Msn2	YLR108C
Msn2	YLR108C
Msn2	YLR214W
Msn2	YLR027C
Msn2	YPR181C
Msn2	YNL097C-B
Msn2	YCR084C
Msn2	YKL210W
Msn2	YKL210W
Msn2	YBR106W
Msn2	YDR508C
Msn2	YMR304W
Msn2	YER019C-A
Msn2	YOL122C
Msn2	YLR064W
Msn2	YGL038C
Msn2	YGR192C
Msn2	YGL045W
Msn2	YGL045W
Msn2	YHR200W
Msn2	YDR524C
Msn2	YLR111W
Msn2	YLR111W
Msn2	YKR062W
Msn2	YKR062W
Msn2	YGR270W
Msn2	YBL044W
Msn2	YBL044W
Msn2	YEL046C
Msn2	YIR015W
Msn2	YMR040W
Msn2	YER136W
Msn2	YER136W
Msn2	YMR145C
Msn2	YMR145C
Msn2	YLR229C
Msn2	YOR344C
Msn2	YJL082W
Msn2	YJL082W
Msn2	YML130C
Msn2	YDR003W
Msn2	YEL010W
Msn2	YOR043W
Msn2	YDR430C
Msn2	YDR430C
Msn2	YPR160W
Msn2	YPR160W
Msn2	YDR050C
Msn2	YKL043W
Msn2	YFL033C
Msn2	YEL062W
Msn2	YLR143W
Msn2	YNL129W
Msn2	YKL071W
Msn2	YBR083W
Msn2	YGL166W
